RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2022,423390,Surname2021,533,France,Male,27,8,34713.36775651584,2,0,1,77037.98561511308,0
2023,363579,Surname2022,691,Spain,Female,22,7,29759.482770495866,2,1,1,139051.03902023606,0
2024,329947,Surname2023,435,Spain,Female,25,5,189019.61251122988,2,1,1,80636.92934385205,0
2025,331758,Surname2024,689,Germany,Male,38,5,98259.18928289131,3,1,0,107096.10771179774,0
2026,715645,Surname2025,570,Spain,Female,44,8,32.23799630736046,2,1,1,42896.94598006562,0
2027,257732,Surname2026,614,France,Female,28,3,12116.11221270248,4,1,1,63930.60214398422,0
2028,827955,Surname2027,702,Spain,Male,43,8,204438.39690219527,4,1,0,48224.42668923445,1
2029,708095,Surname2028,685,Germany,Female,46,10,154924.55933331378,2,1,1,169725.12381948635,1
2030,538755,Surname2029,649,Germany,Female,41,10,211128.55044762205,4,0,1,161620.55098228934,1
2031,238563,Surname2030,727,Spain,Female,29,7,68417.86840989394,2,1,0,84504.01004715195,0
2032,883066,Surname2031,513,France,Female,33,2,78580.30742206429,2,1,0,93655.48958954067,1
2033,606047,Surname2032,666,Spain,Male,41,10,154217.9254914348,4,0,1,88017.69635841798,1
2034,805552,Surname2033,586,Germany,Female,30,3,166288.37343250666,1,0,0,46628.850983397446,0
2035,426032,Surname2034,723,Spain,Male,44,6,6629.1979659343915,4,0,1,158834.05750132998,0
2036,697897,Surname2035,704,Spain,Female,26,2,226803.73495435732,3,0,0,167497.4922048823,1
2037,895509,Surname2036,707,France,Male,41,2,199790.77214100442,3,1,1,125881.8911710651,1
2038,872800,Surname2037,781,Spain,Female,47,7,32965.793404949814,1,1,0,151006.95738288274,1
2039,353973,Surname2038,740,France,Male,39,4,2580.6517271017015,3,1,1,134006.75127687515,0
2040,383097,Surname2039,637,Spain,Male,28,4,192291.1909296695,4,1,0,29490.994363921553,0
2041,476826,Surname2040,649,Spain,Female,21,7,225719.7694987188,4,0,1,114703.46881128439,1
2042,614257,Surname2041,698,France,Female,26,5,80526.28645884874,3,1,0,75920.41721219993,1
2043,954321,Surname2042,660,France,Male,42,4,80200.55853658909,2,1,1,51836.81544932196,1
2044,779181,Surname2043,706,Germany,Male,35,0,128654.65558281894,3,1,0,136323.56333210022,1
2045,530783,Surname2044,471,France,Male,31,4,168639.0897630159,1,1,1,178873.77437662586,0
2046,215374,Surname2045,800,Spain,Male,41,7,161917.37741505654,3,1,1,199972.03200458115,0
2047,649148,Surname2046,654,Germany,Male,18,8,188158.0904256487,1,1,1,119685.17997777046,1
2048,776555,Surname2047,520,France,Male,35,5,28496.052152256783,1,0,1,137753.86145966413,0
2049,701763,Surname2048,576,France,Female,26,10,129953.7870132911,4,0,1,133773.47431696043,0
2050,584090,Surname2049,479,Germany,Female,24,9,126582.33948515168,3,1,0,142056.54491712543,0
2051,973698,Surname2050,562,Spain,Male,32,2,237463.42678104917,2,0,1,56785.31263803824,1
2052,776787,Surname2051,638,Spain,Male,62,7,229562.92468147384,1,0,0,40287.46915766194,1
2053,987164,Surname2052,771,Germany,Female,44,4,187580.54483168342,3,1,0,87411.35353661976,1
2054,389227,Surname2053,682,Spain,Male,26,1,219228.68060193924,3,0,0,98519.59852999523,1
2055,842406,Surname2054,668,France,Male,50,0,186405.4082825469,4,0,1,155027.56940523026,0
2056,943804,Surname2055,559,Spain,Female,24,10,180120.5544878662,2,0,1,128317.78245037424,0
2057,748074,Surname2056,584,France,Female,53,7,53927.32036193923,2,1,0,114932.26281522342,0
2058,632101,Surname2057,590,Spain,Male,29,1,154313.14370031797,3,1,0,104712.72482509405,0
2059,131598,Surname2058,593,France,Female,39,10,229015.55049592874,2,0,1,52382.99241932053,1
2060,605934,Surname2059,621,Germany,Male,58,2,187535.98919008856,1,1,1,80831.22868127727,0
2061,882239,Surname2060,627,France,Female,34,8,151180.69100882026,4,1,1,30782.653741375783,0
2062,717394,Surname2061,622,Spain,Male,56,0,64543.89057588086,3,1,1,22507.75029632375,0
2063,389226,Surname2062,596,France,Male,37,7,169660.23992917244,2,1,0,12509.060032779513,0
2064,915673,Surname2063,660,Spain,Male,37,1,86764.9086864683,3,1,1,26652.237432936592,1
2065,327286,Surname2064,624,Spain,Male,29,7,16308.465300988562,2,0,1,123033.65369805902,0
2066,537785,Surname2065,522,France,Female,52,1,59837.86637298882,1,1,0,194589.5446118852,0
2067,111745,Surname2066,652,Spain,Female,33,6,97308.26875846954,3,0,1,15449.28368252467,1
2068,912461,Surname2067,640,Germany,Female,57,2,249166.85850770122,4,1,0,158809.42583109732,0
2069,244097,Surname2068,523,Spain,Male,31,3,190029.20081516332,2,1,0,136407.95726483152,1
2070,332732,Surname2069,602,Germany,Female,33,10,69891.46355330075,4,0,0,173161.89125498736,0
2071,769648,Surname2070,697,Germany,Male,48,0,190597.45807591648,4,0,0,189615.46274964992,0
2072,713474,Surname2071,559,Spain,Male,36,9,89410.29666533537,1,0,1,164467.6055844757,0
2073,984200,Surname2072,550,Germany,Female,40,0,151978.28137224255,1,0,0,161575.6320577963,0
2074,313030,Surname2073,624,Germany,Female,24,10,191170.18204828326,2,1,1,26389.156229596316,0
2075,824238,Surname2074,699,France,Male,39,9,185208.73597079294,3,0,1,78196.72771992336,0
2076,666134,Surname2075,794,Germany,Male,41,10,35008.2941338683,2,1,0,127143.79682822948,1
2077,438076,Surname2076,702,Germany,Female,55,7,206384.6094031179,2,1,1,13242.277990608283,1
2078,248554,Surname2077,736,Germany,Female,33,7,230734.4703883413,1,0,1,100174.75102292182,1
2079,385555,Surname2078,677,Germany,Female,41,1,58355.15879046474,2,0,0,11578.341603186198,0
2080,544191,Surname2079,595,Germany,Female,50,3,82354.03118626344,2,0,1,150906.22932869385,0
2081,553761,Surname2080,702,Spain,Female,38,1,234549.36360297012,3,1,1,60478.971644016914,1
2082,605518,Surname2081,643,Germany,Male,48,7,245919.01855808735,2,0,1,153441.04575203548,0
2083,440941,Surname2082,680,Spain,Male,62,6,113374.96552369805,3,1,0,101212.18808792258,1
2084,414451,Surname2083,574,Spain,Male,38,6,8634.374288160274,2,0,0,30518.68348453174,0
2085,384186,Surname2084,687,Spain,Female,51,9,233222.79106332303,1,0,1,184665.45215806228,1
2086,677218,Surname2085,640,France,Male,43,2,6348.183610770775,2,1,0,142613.347246061,1
2087,872944,Surname2086,668,France,Female,46,10,82552.35733207877,3,1,0,147635.4233880931,0
2088,537629,Surname2087,643,Spain,Female,45,4,22422.47404052414,4,0,1,53863.411154054505,0
2089,868747,Surname2088,627,France,Female,48,0,127936.1042358749,3,1,1,33861.416564689905,0
2090,324695,Surname2089,688,Germany,Male,48,9,9393.210990844891,2,0,1,191351.19652656885,0
2091,984315,Surname2090,617,Spain,Male,37,10,56352.294275067965,2,0,0,75795.55376856857,1
2092,395900,Surname2091,522,Spain,Male,32,3,114710.96464406032,2,1,1,54544.634226393064,0
2093,153268,Surname2092,500,Spain,Male,42,3,18542.48034605277,3,0,1,176898.68983094714,1
2094,532430,Surname2093,664,France,Female,23,0,120105.83867222982,3,1,0,98034.7186458078,0
2095,312943,Surname2094,614,France,Female,44,6,66278.50334368576,1,1,1,134289.38347148628,0
2096,883204,Surname2095,511,France,Male,45,4,66728.39041895415,2,0,1,60589.52098943074,0
2097,521818,Surname2096,658,Germany,Male,36,0,234258.6517688567,4,0,1,194133.54062475992,0
2098,808691,Surname2097,642,France,Female,38,4,172557.30946233246,3,1,0,100064.05054417069,0
2099,673189,Surname2098,610,Spain,Male,47,7,232370.02311153294,3,1,1,90627.19924882078,1
2100,462130,Surname2099,669,France,Male,45,9,143922.46625212344,3,0,1,22280.507141320486,1
2101,294488,Surname2100,755,France,Female,47,7,226793.0785081905,3,0,0,144524.17799143668,1
2102,787556,Surname2101,752,France,Male,45,1,209357.03022966595,4,0,0,112794.81489415727,0
2103,490530,Surname2102,661,France,Male,39,0,249460.78197089495,1,0,1,193582.04438878718,1
2104,892058,Surname2103,643,Spain,Male,37,1,125775.87571947344,4,0,0,34249.57378408748,0
2105,762784,Surname2104,662,France,Female,42,5,174031.53098172392,4,1,0,84299.32598511058,0
2106,899289,Surname2105,674,Spain,Male,52,4,40167.28718884238,3,1,1,58267.705278995556,1
2107,341531,Surname2106,628,France,Male,40,3,234873.01421852756,3,1,1,136850.15528110723,0
2108,346693,Surname2107,663,Germany,Female,51,7,99686.88582627384,2,1,0,23621.750371310045,0
2109,803650,Surname2108,524,Germany,Female,18,4,229158.3555922349,1,1,0,198596.34630378534,1
2110,650719,Surname2109,656,Spain,Female,41,3,25178.155544268026,1,1,1,145717.93291086995,0
2111,971408,Surname2110,688,Spain,Female,38,10,128813.62208943762,1,0,0,82440.10524416713,1
2112,338360,Surname2111,610,Germany,Female,21,7,350.11614062585573,2,1,1,79982.20561229516,0
2113,444855,Surname2112,642,Germany,Female,22,0,104004.58210305504,1,0,0,101294.60448668871,0
2114,607403,Surname2113,561,France,Female,42,8,20795.96344057516,4,1,1,142594.88235325261,0
2115,126385,Surname2114,549,Germany,Male,39,1,112294.91325267743,3,1,0,122381.72154630342,1
2116,531374,Surname2115,666,Spain,Female,45,7,138948.70151979613,4,1,0,101964.25420583134,0
2117,516235,Surname2116,591,Spain,Female,18,8,213067.89214798665,4,0,0,47127.556882170444,0
2118,380783,Surname2117,507,Germany,Female,48,9,73858.11735118061,1,1,0,43020.313177285156,1
2119,185530,Surname2118,561,Spain,Male,48,7,141702.12538814827,3,1,1,183997.41994717793,0
2120,855271,Surname2119,572,France,Male,24,8,16614.20397040883,1,0,1,114812.9864968221,0
2121,383707,Surname2120,711,France,Female,52,3,228376.2389364072,1,0,0,120182.17761938546,0
2122,477816,Surname2121,664,Germany,Female,55,10,112932.68946417875,3,1,1,92233.84198581142,1
2123,529660,Surname2122,580,Spain,Female,24,1,63147.50728143631,2,1,0,144543.775403291,0
2124,501927,Surname2123,602,Germany,Male,39,2,115807.71245341834,2,0,1,162302.4282691687,0
2125,829678,Surname2124,754,Spain,Female,39,7,120376.49834343056,2,1,1,88135.5891161442,1
2126,445114,Surname2125,724,Spain,Male,20,4,185824.09639564986,3,0,1,19998.262822830548,1
2127,343373,Surname2126,560,Spain,Male,34,10,243643.51307911903,4,0,0,57958.36141951566,1
2128,447697,Surname2127,743,France,Female,52,3,46535.79314435691,4,0,0,166107.88370720902,1
2129,261779,Surname2128,643,Spain,Male,29,2,13623.362244911119,3,0,0,116438.66211750016,1
2130,270182,Surname2129,713,France,Female,56,10,163926.8118395945,1,1,0,177443.93405233783,0
2131,817148,Surname2130,636,Spain,Male,41,2,221144.60593176325,1,1,0,82532.92384824246,1
2132,707167,Surname2131,744,Germany,Male,30,9,141260.4138288113,3,1,0,69843.49885214497,0
2133,338260,Surname2132,557,France,Male,38,9,19967.493713311636,1,1,0,10270.044345336108,0
2134,931291,Surname2133,629,France,Female,23,6,105443.72387390597,1,0,1,44239.56190109897,0
2135,938530,Surname2134,747,France,Male,42,10,163683.1914929805,2,0,1,73680.37738291995,1
2136,770611,Surname2135,458,Germany,Male,36,7,82011.91916545166,3,1,1,25096.12766498452,1
2137,746701,Surname2136,646,France,Female,33,4,211226.74049895786,2,0,1,124873.72772352071,0
2138,886958,Surname2137,618,Germany,Male,23,7,56173.397032680485,4,0,0,198045.94811635473,0
2139,430904,Surname2138,704,Spain,Male,37,8,91123.67310047803,4,1,1,21060.039075256864,0
2140,147837,Surname2139,735,Spain,Female,40,3,229108.1334726619,4,1,0,84456.42087015221,1
2141,618349,Surname2140,708,Germany,Female,24,1,143387.4476153208,4,1,0,86015.72280098512,0
2142,884838,Surname2141,669,France,Female,48,4,1558.758764091006,1,0,1,23267.82323734799,1
2143,897968,Surname2142,653,France,Male,40,1,61005.333109001775,1,0,1,45236.13030909624,1
2144,652829,Surname2143,622,Germany,Male,29,9,188329.04848746484,2,1,0,96040.54404460084,0
2145,179083,Surname2144,666,Spain,Male,37,1,13012.051205448572,3,1,1,191557.80535383822,0
2146,658819,Surname2145,766,Germany,Male,46,5,248264.0273420288,1,0,1,118333.68475442854,0
2147,370856,Surname2146,583,France,Male,51,9,224476.49259451765,3,0,0,28970.274982704035,1
2148,466245,Surname2147,617,France,Female,53,10,55956.70403523809,2,1,1,151012.86100314787,0
2149,951887,Surname2148,643,France,Male,56,9,223876.20846553447,4,1,0,172884.7322535583,0
2150,699032,Surname2149,730,France,Female,24,0,174868.38544948515,1,0,1,163553.75173443975,1
2151,877147,Surname2150,667,Spain,Male,30,1,106337.70134409287,4,0,0,165483.37683020617,0
2152,754037,Surname2151,728,Spain,Male,23,4,49029.37210108877,2,0,1,164233.2094980634,0
2153,891541,Surname2152,732,Spain,Female,48,9,50052.85699467199,3,1,1,52332.58310734468,0
2154,935700,Surname2153,697,France,Male,36,4,148518.59432087402,1,0,0,122890.582430643,1
2155,856097,Surname2154,564,France,Male,50,9,104015.32329767685,3,0,1,40898.00005886747,0
2156,941047,Surname2155,782,France,Female,23,2,148801.46063883704,3,0,0,72388.97063032813,1
2157,706791,Surname2156,762,Germany,Female,31,4,82563.88932748251,4,0,1,89282.0318443292,0
2158,354346,Surname2157,655,France,Male,30,8,57518.629126975335,1,0,1,92065.96021820292,0
2159,709996,Surname2158,539,Spain,Female,50,1,209138.9064380131,2,0,0,93197.42388966073,0
2160,815472,Surname2159,525,Spain,Male,45,5,230010.8872267444,1,0,0,158867.24191012268,0
2161,726759,Surname2160,670,Spain,Female,18,7,176314.30154675487,3,1,0,127835.0935343081,0
2162,878513,Surname2161,593,Germany,Male,33,2,40397.2209364909,4,1,0,131938.0780322794,0
2163,257661,Surname2162,512,Spain,Female,47,1,23077.60505259976,3,1,0,156045.52134326333,0
2164,785375,Surname2163,523,Germany,Female,49,10,134770.92463440204,3,1,0,49313.10725051168,0
2165,260081,Surname2164,612,Germany,Male,42,0,137588.0491714629,1,1,0,98240.8241421086,1
2166,969741,Surname2165,665,Germany,Female,39,0,159810.40741237227,3,1,1,172484.81563040763,0
2167,488590,Surname2166,762,France,Female,28,10,226543.85525834034,1,1,1,144083.62950018188,0
2168,817406,Surname2167,688,France,Female,48,3,161698.4614875676,1,1,1,177218.04705517297,1
2169,993093,Surname2168,619,Spain,Male,26,5,229036.612361833,3,1,0,96112.2113346616,1
2170,781503,Surname2169,680,Spain,Female,21,6,29424.368575050124,4,0,0,155517.10580563574,0
2171,106154,Surname2170,673,Germany,Female,40,7,177311.8821044361,3,0,1,60537.2660452167,1
2172,777164,Surname2171,709,France,Female,33,7,231860.32276076076,4,1,0,174880.06266396327,1
2173,164288,Surname2172,646,Spain,Male,45,9,115701.4446082997,3,0,1,66369.88448768569,0
2174,151195,Surname2173,732,Spain,Male,42,0,241880.08003321287,2,0,0,74713.8795780697,1
2175,382725,Surname2174,715,France,Female,55,7,138128.31284635098,2,0,0,146356.2040803486,0
2176,545864,Surname2175,656,Germany,Male,42,9,235743.53869404097,2,1,0,152074.16383079984,1
2177,392231,Surname2176,640,Spain,Female,48,0,187129.55352241025,3,1,0,19994.459206564177,1
2178,805290,Surname2177,723,Spain,Male,29,2,114440.24143117387,3,1,1,38532.486362918105,0
2179,264053,Surname2178,592,France,Female,45,4,8572.850495183304,4,0,0,57445.214119366356,0
2180,693586,Surname2179,529,France,Male,35,10,164347.93576306067,2,0,1,199974.55272756578,0
2181,932599,Surname2180,529,Germany,Female,33,9,63569.652627609416,1,0,0,166264.54513814877,0
2182,830664,Surname2181,586,Germany,Female,28,9,72163.80826704178,2,1,0,145858.9852517795,0
2183,536624,Surname2182,702,Spain,Male,53,7,4945.993202747162,2,1,1,193053.1054743344,0
2184,139499,Surname2183,616,Germany,Female,37,7,139413.11270693273,1,1,1,140566.93203972164,0
2185,487960,Surname2184,666,Spain,Female,30,5,72323.59030217325,2,0,0,141412.4385982949,0
2186,545485,Surname2185,610,Spain,Female,44,3,245597.1075353113,2,1,1,180653.97970650025,1
2187,793919,Surname2186,611,France,Male,33,3,187251.91919362074,4,0,0,67371.74895789786,0
2188,345198,Surname2187,567,Spain,Female,30,7,89371.81987187745,2,0,1,10334.104095524885,0
2189,567535,Surname2188,642,France,Female,67,10,73612.15003913679,1,1,0,145839.89835654065,0
2190,867285,Surname2189,635,Spain,Female,25,2,178743.31689460643,1,0,0,39661.54371254894,0
2191,720635,Surname2190,683,Spain,Male,56,7,63551.95186409781,2,0,0,64575.63565088248,0
2192,410931,Surname2191,673,Spain,Female,29,3,112001.46441494643,3,0,0,166275.87120772875,0
2193,397632,Surname2192,634,Germany,Male,44,9,40096.33342632113,2,0,1,157803.85979136496,0
2194,436585,Surname2193,529,Germany,Female,36,8,63527.081122348005,1,0,1,100207.07376156215,1
2195,830023,Surname2194,735,France,Male,45,1,24596.327405348227,1,0,0,29824.0678767265,0
2196,122431,Surname2195,643,Spain,Male,24,9,106786.96125808023,1,1,1,66678.86406937076,0
2197,423825,Surname2196,656,France,Male,22,0,231695.71704692236,3,0,0,100350.41799631588,1
2198,294555,Surname2197,778,France,Female,45,3,25215.063147409233,3,1,1,155953.97509043312,0
2199,747008,Surname2198,722,Spain,Male,20,8,109332.66358519875,3,0,1,197095.45971250674,1
2200,673441,Surname2199,685,Germany,Male,26,6,74580.63151559822,2,0,0,128860.73600872153,0
2201,368512,Surname2200,649,Germany,Male,37,8,90740.98686944063,1,1,1,20138.86880244251,1
2202,998792,Surname2201,649,France,Male,25,8,192871.45591219235,2,1,1,52015.007421238384,1
2203,276076,Surname2202,669,Germany,Male,26,9,108760.78802163014,2,1,1,59311.71132766613,0
2204,319724,Surname2203,682,Spain,Male,33,8,162598.3229815264,3,1,1,130542.93759635628,1
2205,999187,Surname2204,786,Spain,Male,18,8,243049.36222757137,2,1,0,13500.770115736295,1
2206,681273,Surname2205,847,Germany,Male,23,6,154115.19313606303,4,0,0,106246.11907737315,0
2207,936501,Surname2206,673,Germany,Male,51,7,84347.19149887671,3,1,1,199186.70581587465,1
2208,414470,Surname2207,477,France,Female,47,1,99413.92502542684,3,0,0,156048.53301073733,0
2209,733025,Surname2208,573,Germany,Male,60,8,173977.27596038394,1,1,0,156180.37566833606,1
2210,836421,Surname2209,794,France,Male,43,1,173583.5226165287,4,1,1,151623.00630959243,1
2211,778758,Surname2210,707,Spain,Male,51,7,92025.71343867402,4,0,0,139845.61054331885,0
2212,853753,Surname2211,684,Spain,Male,33,1,181116.87960321052,4,0,1,66689.79752398163,0
2213,150861,Surname2212,636,Spain,Male,36,10,137643.96333998448,1,1,0,158752.2145408562,0
2214,438041,Surname2213,554,Germany,Male,42,7,245105.09470808005,2,0,0,132718.32277860257,1
2215,312977,Surname2214,784,Germany,Male,19,2,227022.76954733956,2,0,1,53491.5842884341,0
2216,751406,Surname2215,584,Germany,Female,43,1,205963.27209868236,1,1,1,196009.97094094564,1
2217,955009,Surname2216,708,France,Female,31,5,8583.611179957068,2,0,0,197059.64160904128,0
2218,821001,Surname2217,545,France,Female,33,5,95108.64687325027,4,1,0,81043.32164670274,0
2219,109078,Surname2218,632,France,Male,47,0,143322.7934006751,1,1,0,153104.82375458462,1
2220,424912,Surname2219,729,Spain,Male,22,6,130404.05193185764,4,1,0,139459.74406371947,1
2221,675335,Surname2220,630,France,Female,38,10,190891.4218480219,4,1,0,120942.96277504339,1
2222,958058,Surname2221,620,Germany,Female,42,0,227270.95919810212,1,1,0,44361.89790178916,1
2223,944092,Surname2222,650,Germany,Male,32,3,196785.73804616454,3,1,1,98890.96679334441,1
2224,859746,Surname2223,543,Spain,Male,38,5,55050.274468281976,1,1,0,148687.0082028928,1
2225,495141,Surname2224,528,Germany,Female,38,7,121403.04471065747,1,0,0,197784.31179922464,1
2226,315048,Surname2225,707,Germany,Female,46,10,98402.90244382346,3,1,1,126586.9433858216,0
2227,860581,Surname2226,616,Germany,Female,36,10,191550.1581894613,3,0,0,152915.37033452807,0
2228,742120,Surname2227,706,France,Female,25,7,223781.0056608618,4,0,1,183639.4019696048,1
